ticker,date,entry_time,exit_time,entry_clock,entry_price,exit_price,result,return,volume_ratio
HIMX,2026-05-06,2026-05-06 14:20:00+00:00,2026-05-06 15:05:00+00:00,14:20,11.979999542236328,12.220000267028809,WIN,0.020033450247334408,1.2076205759410603
HIMX,2026-05-08,2026-05-08 15:35:00+00:00,2026-05-08 17:30:00+00:00,15:35,17.149999618530273,17.530000686645508,WIN,0.022157497175956196,7.851929757949691
INOD,2026-02-17,2026-02-17 14:40:00+00:00,2026-02-17 14:50:00+00:00,14:40,42.459999084472656,41.583900451660156,LOSS,-0.020633505692487956,1.270383555351401
INOD,2026-02-26,2026-02-26 15:15:00+00:00,2026-02-26 19:10:00+00:00,15:15,46.255001068115234,47.415000915527344,WIN,0.025078366028008316,1.3556015795844958
INOD,2026-03-03,2026-03-03 15:00:00+00:00,2026-03-03 17:20:00+00:00,15:00,42.43000030517578,43.39500045776367,WIN,0.022743345407663738,1.449504626441288
INOD,2026-03-05,2026-03-05 17:40:00+00:00,2026-03-05 19:20:00+00:00,17:40,42.9900016784668,43.900001525878906,WIN,0.021167709045890035,2.704660707206578
INOD,2026-03-10,2026-03-10 15:30:00+00:00,2026-03-10 19:00:00+00:00,15:30,44.689998626708984,43.66999816894531,LOSS,-0.022823908908201854,2.1065609243063173
INOD,2026-03-24,2026-03-24 17:50:00+00:00,2026-03-24 19:05:00+00:00,17:50,43.630001068115234,44.55500030517578,WIN,0.02120099047479821,1.5769551421638772
INOD,2026-03-26,2026-03-26 16:15:00+00:00,2026-03-26 19:45:00+00:00,16:15,41.90999984741211,41.064998626708984,LOSS,-0.02016228164589943,2.8340099458472165
INOD,2026-03-27,2026-03-27 13:55:00+00:00,2026-03-27 14:20:00+00:00,13:55,39.460899353027344,38.5,LOSS,-0.024350670379579827,1.2220887794700395
INOD,2026-03-30,2026-03-30 14:00:00+00:00,2026-03-30 17:45:00+00:00,14:00,35.31999969482422,34.5099983215332,LOSS,-0.02293322141250508,2.6958741597454434
INOD,2026-04-10,2026-04-10 13:50:00+00:00,2026-04-10 14:35:00+00:00,13:50,35.04999923706055,35.78499984741211,WIN,0.02097006066620397,1.7162105136243069
INOD,2026-04-16,2026-04-16 16:20:00+00:00,2026-04-16 19:10:00+00:00,16:20,44.40999984741211,43.16999816894531,LOSS,-0.027921677161164303,1.5687252289455778
INOD,2026-04-23,2026-04-23 16:30:00+00:00,2026-04-23 17:20:00+00:00,16:30,44.189998626708984,43.29999923706055,LOSS,-0.020140290049941546,2.5958379688167863
INOD,2026-05-05,2026-05-05 14:00:00+00:00,2026-05-05 14:30:00+00:00,14:00,45.81999969482422,46.85929870605469,WIN,0.02268221340359081,1.4048356401027995
INOD,2026-05-07,2026-05-07 16:00:00+00:00,2026-05-07 19:55:00+00:00,16:00,46.72999954223633,45.595001220703125,LOSS,-0.024288429973284058,1.7333741856414888
INTC,2026-02-19,2026-02-19 14:40:00+00:00,2026-02-19 15:35:00+00:00,14:40,44.089900970458984,45.04499816894531,WIN,0.02166249362016622,1.2204358689515848
INTC,2026-03-03,2026-03-03 14:40:00+00:00,2026-03-03 16:10:00+00:00,14:40,42.48500061035156,43.3650016784668,WIN,0.020713217735033297,1.7969084835860285
INTC,2026-04-30,2026-04-30 14:40:00+00:00,2026-04-30 15:30:00+00:00,14:40,92.76000213623047,94.62999725341797,WIN,0.020159498427362713,1.4302309093614658
INTC,2026-05-06,2026-05-06 14:40:00+00:00,2026-05-06 15:15:00+00:00,14:40,109.2699966430664,111.81320190429688,WIN,0.023274506629097115,1.281440067409843
NDAQ,2026-03-11,2026-03-11 14:00:00+00:00,2026-03-11 14:55:00+00:00,14:00,86.3550033569336,84.58000183105469,LOSS,-0.020554703918454407,1.4393581533694537
NDAQ,2026-04-09,2026-04-09 14:00:00+00:00,2026-04-09 17:30:00+00:00,14:00,86.28500366210938,84.4000015258789,LOSS,-0.021846231166798177,1.7732261642012364
NDAQ,2026-05-05,2026-05-05 13:35:00+00:00,2026-05-05 15:00:00+00:00,13:35,88.16500091552734,90.04000091552734,WIN,0.021266942443481342,4.583030325402831
NFLX,2026-02-27,2026-02-27 14:35:00+00:00,2026-02-27 17:10:00+00:00,14:35,91.73999786376953,93.57990264892578,WIN,0.020055644517110626,7.329753609934876
NFLX,2026-03-19,2026-03-19 14:10:00+00:00,2026-03-19 17:05:00+00:00,14:10,93.05000305175781,91.03810119628906,LOSS,-0.02162172799016091,5.682506462906485
NFLX,2026-04-20,2026-04-20 13:45:00+00:00,2026-04-20 15:20:00+00:00,13:45,95.92120361328125,93.88500213623047,LOSS,-0.021227855785254646,2.475890552957748
NFLX,2026-05-05,2026-05-05 13:35:00+00:00,2026-05-05 15:30:00+00:00,13:35,89.93000030517578,88.0999984741211,LOSS,-0.020349180749967867,1.3981789802460358
POET,2026-03-05,2026-03-05 18:25:00+00:00,2026-03-05 20:35:00+00:00,18:25,6.474999904632568,6.605000019073486,WIN,0.020077238047201944,1.207709758178436
POET,2026-03-16,2026-03-16 18:25:00+00:00,2026-03-16 19:30:00+00:00,18:25,7.010000228881836,6.864999771118164,LOSS,-0.020684800717446036,1.6025449306983313
POET,2026-03-30,2026-03-30 18:25:00+00:00,2026-03-30 19:40:00+00:00,18:25,4.925000190734863,5.045000076293945,WIN,0.02436545805314512,1.4517008629491321
POET,2026-04-29,2026-04-29 18:25:00+00:00,2026-04-29 19:45:00+00:00,18:25,6.445000171661377,6.574999809265137,WIN,0.02017061817552268,3.288639980978755
PS,2026-04-29,2026-04-29 18:00:00+00:00,2026-04-29 18:15:00+00:00,18:00,23.200000762939453,23.75,WIN,0.02370686288679508,5.775322996934834
PS,2026-05-04,2026-05-04 13:35:00+00:00,2026-05-04 13:40:00+00:00,13:35,36.720001220703125,35.58000183105469,LOSS,-0.031045733980141967,1.6045137023105858
PS,2026-05-05,2026-05-05 14:45:00+00:00,2026-05-05 15:05:00+00:00,14:45,32.64670181274414,33.58000183105469,WIN,0.028587880750214678,1.2239577945588083
PS,2026-05-06,2026-05-06 13:35:00+00:00,2026-05-06 13:40:00+00:00,13:35,31.829999923706055,30.965900421142578,LOSS,-0.027147329708911514,1.6275988922415574
RDW,2026-03-27,2026-03-27 13:50:00+00:00,2026-03-27 14:15:00+00:00,13:50,8.440099716186523,8.619999885559082,WIN,0.021314934114764535,1.5720239662333522
RDW,2026-03-30,2026-03-30 14:05:00+00:00,2026-03-30 15:00:00+00:00,14:05,7.900000095367432,8.104999542236328,WIN,0.025949296758756797,1.7652080950057825
RDW,2026-04-14,2026-04-14 14:05:00+00:00,2026-04-14 18:05:00+00:00,14:05,9.752400398254395,9.529999732971191,LOSS,-0.022804710245798682,1.2224607730290291
RDW,2026-04-16,2026-04-16 13:50:00+00:00,2026-04-16 15:10:00+00:00,13:50,9.96500015258789,10.194999694824219,WIN,0.023080736449020294,1.227983475495691
RDW,2026-04-23,2026-04-23 14:05:00+00:00,2026-04-23 15:40:00+00:00,14:05,10.854999542236328,10.585000038146973,LOSS,-0.02487328562648015,1.2505347984392767
